id,date,customer,product,price,quantity,status
921,2026-05-11,ITO_389,HDD,700000,3,paid
922,2026-04-03,lIa8M_318,SSD,900000,4,failed
923,2026-05-25,nGOZINmlie,SSD,900000,4,failed
924,2026-04-02,PIERRetX8Dc,Keyboard,500000,0,paid
925,2026-05-03,parK_281,SSD,900000,2,failed
926,2026-03-23,shARMa_409,Monitor,2500000,4,refunded
927,2026-07-15,Ma5tias8184,RAM,800000,4,refunded
928,2026-07-11,CHARlOttE89H,Headset,450000,5,paid
929,2026-03-30,wEI7048,Keyboard,-500000,1,cancelled
930,2026-08-02,uRSUlaqZ4m,Keyboard,500000,1,refunded
931,2026-04-24,tAKAhaSHI25,Keyboard,500000,5,pending
932,2026-04-27,JiaN_414,HDD,700000,4,refunded
933,2026-04-27,isA1bEL_125,HDD,700000,5,failed
934,2026-07-23,SUzuKI_354,Printer,3500000,3,pending
935,2026-03-31,aVa3Qy6d,HDD,700000,4,cancelled
936,2026-08-25,JOSE7381,Printer,3500000,2,refunded
937,2026-05-21,SINGH_488,Laptop,10000000,2,refunded
938,2026-08-12,MOnIkaNg24N,HDD,700000,3,failed
939,2026-07-12,aNna_854,Monitor,2500000,1,cancelled
940,2026-07-21,Fang7975,SSD,900000,4,paid
941,2026-03-18,liAm_741,Mouse,150000,2,paid
942,2026-07-13,koFi_518,RAM,800000,4,pending
943,2026-06-13,cArMEN_321,RAM,800000,1,failed
944,2026-07-13,CHO9R,SSD,900000,3,refunded
945,2026-08-11,DAS6648,SSD,900000,3,failed
946,2026-08-31,DmItrY30,Mouse,150000,4,failed
947,2026-06-25,PieRrE1683,Keyboard,500000,4,paid
948,2026-07-04,elIJaH9266,Webcam,300000,4,pending
949,2026-08-11,Ngozini2bq,Monitor,2500000,2,refunded
950,2026-05-21,DaSWI7r,Headset,450000,3,failed
951,2026-07-26,KiM6415,Headset,450000,4,pending
952,2026-04-05,JoSE6954,Headset,-450000,0,failed
953,2026-03-05,Kaur_850,RAM,800000,3,failed
954,2026-04-24,wei2344,Printer,3500000,2,paid
955,2026-08-03,KAur_631,Printer,3500000,4,refunded
956,2026-03-30,A6nA4910,Keyboard,500000,1,refunded
957,2026-05-08,ThIAgo1728,Keyboard,500000,4,paid
958,2026-03-08,OLgA9648,Webcam,300000,5,failed
959,2026-08-28,siNGhhQ,SSD,900000,4,pending
960,2026-03-25,takAHASH3I_530,Monitor,2500000,4,pending
961,2026-03-08,E0LEnAiI,HDD,700000,2,failed
962,2026-03-03,AIsha82492,RAM,800000,5,refunded
963,2026-08-26,ChuKwU8306,SSD,900000,2,failed
964,2026-03-10,ValERiA_768,HDD,700000,0,refunded
965,2026-03-09,ChUkwu_757,Printer,3500000,0,refunded
966,2026-03-28,dIAn9995,Headset,450000,4,cancelled
967,2026-06-29,Kw4AMe_976,Printer,3500000,5,refunded
968,2026-03-28,Lei3255,Keyboard,500000,5,failed
969,2026-05-29,MAriaM_320,Printer,3500000,2,pending
970,2026-04-18,OmaRWQ4,SSD,900000,2,cancelled
971,2026-04-26,sAto_055,Webcam,300000,1,cancelled
972,2026-04-10,eKo8127,Laptop,10000000,1,failed
973,2026-06-06,itO_360,Printer,3500000,0,refunded
974,2026-04-05,Xiu_094,Monitor,2500000,1,cancelled
975,2026-04-02,AseP_886,Printer,3500000,2,paid
976,2026-04-18,jose8954,Webcam,300000,0,paid
977,2026-08-05,lEI2217,Keyboard,500000,0,paid
978,2026-04-30,vALEnTINa17,Monitor,2500000,0,cancelled
979,2026-03-09,SINGh7037,Monitor,2500000,5,failed
980,2026-03-23,dmiTrylTsUo,Printer,3500000,4,refunded
981,2026-06-09,ASEP914,SSD,900000,3,refunded
982,2026-04-10,PArK_778,SSD,900000,1,paid
983,2026-07-07,AMINa_808,RAM,800000,1,failed
984,2026-05-11,tANaKa8468,HDD,700000,2,pending
985,2026-07-18,TAo95866,Printer,3500000,4,refunded
986,2026-08-04,oMAr6OM,Headset,-450000,4,cancelled
987,2026-08-30,jean_807,Webcam,300000,3,failed
988,2026-05-02,sOPHie_8014,Mouse,150000,4,failed
989,2026-08-21,jEaN_865,HDD,-700000,3,refunded
990,2026-05-19,OL1iVIA_617,Webcam,300000,5,refunded
991,2026-04-13,saNTiAgO_705,Keyboard,500000,0,paid
992,2026-05-10,M1aRiagIl,RAM,800000,1,refunded
993,2026-03-24,takahaS4Hib2G,SSD,900000,3,failed
994,2026-04-18,nAtalIaI611fZ,Keyboard,500000,2,failed
995,2026-07-18,P9ATELcQM,Mouse,150000,2,failed
996,2026-08-27,mARIe6386,Printer,3500000,2,refunded
997,2026-08-30,IVa4N_648,Mouse,150000,3,pending
998,2026-04-27,CamIlLE4498,HDD,700000,3,pending
999,2026-03-27,gUPTA3V,Mouse,150000,3,failed
1000,2026-06-25,KUM3aR5RFv,Webcam,300000,5,cancelled
1001,2026-08-29,kiM297,RAM,800000,1,pending
1002,2026-03-03,koFi_2781,SSD,900000,4,refunded
1003,2026-06-02,FItRi_006,Printer,3500000,4,refunded
1004,2026-08-15,EMMA7019,Printer,3500000,0,pending
1005,2026-07-25,A7maDJ9Do,Printer,3500000,3,cancelled
1006,2026-07-02,tAnAkA27404,Monitor,2500000,2,cancelled
1007,2026-04-16,Thiago45200,RAM,800000,2,refunded
1008,2026-05-18,THI9AgO7552,Printer,3500000,1,cancelled
1009,2026-03-05,Ko1Fi_453,RAM,800000,4,refunded
1010,2026-04-22,xiuTEu,Mouse,150000,4,pending
1011,2026-03-15,AnToNiO_898,Keyboard,500000,5,cancelled
1012,2026-05-23,JuLIeH814,Mouse,150000,3,failed
1013,2026-08-08,LeIuG8T,HDD,700000,2,refunded
1014,2026-05-04,Eko_8530,Headset,450000,5,cancelled
1015,2026-04-26,vAlEria8096,HDD,700000,2,failed
1016,2026-03-18,guPtAP0Q,Webcam,300000,5,cancelled
1017,2026-04-09,saNtiAGOrIu,Webcam,300000,0,paid
1018,2026-06-19,SerGEY32007,Monitor,2500000,0,failed
1019,2026-03-07,su3SANne2366,Monitor,2500000,1,cancelled
1020,2026-08-17,fATImA92308,Printer,3500000,1,pending
1021,2026-04-21,Noah5651,Keyboard,500000,0,failed
1022,2026-08-09,dMITrYlmh,Keyboard,500000,0,refunded
1023,2026-08-02,FITRiQZAp,Headset,450000,2,failed
1024,2026-06-04,MAr9iaGYzB,Monitor,2500000,2,refunded
1025,2026-06-28,THiagO_296,Headset,450000,3,paid
1026,2026-03-10,weijA0,Laptop,10000000,1,refunded
1027,2026-04-02,ava2339,Headset,450000,5,paid
1028,2026-05-12,JosE_081,Keyboard,500000,2,cancelled
1029,2026-07-06,MiKHAIl2022,Headset,450000,3,failed
1030,2026-08-07,lee0J9zZ,RAM,800000,5,failed
1031,2026-03-22,ki0M_939,Laptop,10000000,4,failed
1032,2026-05-08,joS1E7889,Headset,450000,3,refunded
1033,2026-04-29,dIetEr_418,SSD,900000,4,failed
1034,2026-06-11,DeVIGef,SSD,900000,4,failed
1035,2026-05-07,BAbaTUnde23077,Webcam,300000,3,refunded
1036,2026-07-03,BudITuLKF,HDD,700000,5,pending
1037,2026-07-13,adEbayO5427,Headset,450000,2,failed
1038,2026-08-19,KOFixA6,Laptop,10000000,3,pending
1039,2026-03-28,noAh_304,Keyboard,500000,3,paid
1040,2026-05-26,MIkHAIL_839,RAM,800000,4,pending
1041,2026-05-22,sophIE_142,Mouse,150000,4,paid
1042,2026-06-19,bUDI7642,SSD,900000,2,refunded
1043,2026-08-22,eMma48906,Headset,450000,5,refunded
1044,2026-03-06,asep_548,Laptop,10000000,0,failed
1045,2026-04-28,satO31470,RAM,800000,3,paid
1046,2026-06-07,fANgb1Q,Headset,450000,2,cancelled
1047,2026-08-29,eko9067,SSD,900000,1,failed
1048,2026-07-19,So8pHiEw9bwp,RAM,-800000,3,failed
1049,2026-07-01,j2oSE825,Mouse,150000,5,cancelled
1050,2026-03-05,uRSULaRvEC,RAM,800000,2,cancelled
1051,2026-06-15,carmen_999,Headset,-450000,1,paid
1052,2026-05-16,WatAnaBEGETI,Laptop,-10000000,3,paid
1053,2026-05-25,Hui39770,Headset,450000,4,refunded
1054,2026-05-14,AMiNA4NY,RAM,800000,4,cancelled
1055,2026-07-10,hansokX6,Laptop,10000000,1,cancelled
1056,2026-07-27,SUZUki_1214,Printer,3500000,1,pending
1057,2026-08-18,antoniO3996,Headset,450000,0,pending
1058,2026-07-02,cAmIlaRqeWH,Webcam,300000,5,failed
1059,2026-03-16,olIVeR_917,SSD,900000,2,paid
1060,2026-03-18,taoLfV,Printer,3500000,1,failed
1061,2026-03-18,BaBATUnDE_870,Laptop,10000000,1,refunded
1062,2026-04-13,LeITh7,Printer,-3500000,2,cancelled
1063,2026-08-25,kANg8059,Headset,450000,4,refunded
1064,2026-06-22,mARIE2zkL,Printer,3500000,3,pending
1065,2026-07-21,valERiA_596,RAM,800000,3,failed
1066,2026-05-20,mARiA2048,Webcam,300000,3,refunded
1067,2026-08-25,sATo_085,HDD,700000,4,pending
1068,2026-08-07,nATalIa972,Laptop,10000000,1,cancelled
1069,2026-04-13,ama_727,Printer,3500000,3,cancelled
1070,2026-03-25,caMiLA3O,Webcam,-300000,2,cancelled
1071,2026-04-11,JeoNg_654,Headset,450000,0,pending
1072,2026-05-21,BUdikOW,Laptop,10000000,2,refunded
1073,2026-04-01,VaLERIALOFnl,Headset,450000,3,paid
1074,2026-07-05,FaTImaEqKG,Laptop,10000000,2,cancelled
1075,2026-07-16,paRK1297,Webcam,300000,1,cancelled
1076,2026-07-14,KaUR_198,Monitor,2500000,1,paid
1077,2026-03-02,EKO783,Keyboard,500000,2,failed
1078,2026-07-18,isaBEl80309,Monitor,2500000,5,failed
1079,2026-07-05,kwaME_5396,SSD,900000,2,refunded
1080,2026-08-04,LE3e1782,Headset,450000,1,cancelled
1081,2026-04-11,chuKwU2802,Keyboard,500000,5,paid
1082,2026-06-03,pAtEL_499,Keyboard,500000,4,cancelled
1083,2026-06-20,AmAkJB,Laptop,10000000,0,cancelled
1084,2026-03-22,OLiverOmau,Keyboard,500000,2,paid
1085,2026-04-17,NGOZI_790,SSD,900000,4,failed
1086,2026-04-08,jUan4801,Mouse,150000,5,pending
1087,2026-05-13,CaRmeN_483,Monitor,2500000,0,refunded
1088,2026-07-28,kuMar6747,Mouse,150000,3,pending
1089,2026-04-12,cHO6654,HDD,700000,5,paid
1090,2026-06-07,IVanbic,RAM,800000,0,paid
1091,2026-07-30,fAtima_241,Laptop,10000000,2,refunded
1092,2026-04-12,GUpTA2560,RAM,800000,2,refunded
1093,2026-07-21,kAUR_631,Webcam,300000,4,paid
1094,2026-07-24,antonIorYu8v,Headset,450000,3,cancelled
1095,2026-07-08,sAnTIaGoZn3P,Monitor,2500000,3,pending
1096,2026-06-20,juan_341,RAM,800000,5,pending
1097,2026-04-04,OlIVIAn9gNd,Monitor,2500000,3,paid
1098,2026-06-13,Noah_877,HDD,700000,1,pending
1099,2026-03-11,daS6k1j,Mouse,150000,2,pending
1100,2026-06-21,camilaLbpet,Printer,3500000,1,paid
1101,2026-03-22,koFi_8751,HDD,700000,3,cancelled
1102,2026-08-03,Bu6di0Bx,Keyboard,500000,3,cancelled
1103,2026-04-09,OlivER8258,HDD,700000,3,paid
1104,2026-07-05,aVa_761,RAM,800000,0,cancelled
1105,2026-05-24,hUICfc,Headset,450000,0,failed
1106,2026-05-23,CAmilA_824,SSD,900000,2,refunded
1107,2026-08-19,fanglINm,Mouse,150000,2,paid
1108,2026-05-20,JULIE3353,SSD,900000,3,paid
1109,2026-04-22,MaTeo_367,Webcam,300000,1,cancelled
1110,2026-04-20,gUPta_433,SSD,900000,3,refunded
1111,2026-07-27,ZAinAb3420,HDD,700000,5,cancelled
1112,2026-04-05,ZainaB_679,SSD,900000,1,failed
1113,2026-03-06,dIANxoS,Headset,450000,1,cancelled
1114,2026-05-27,kaNG_343,Monitor,2500000,2,pending
1115,2026-05-11,DIANba,Monitor,2500000,4,refunded
1116,2026-07-08,AmA_197,SSD,900000,1,paid
1117,2026-07-13,ANtOnIO3726,Keyboard,500000,1,cancelled
1118,2026-06-27,micHElB2,Laptop,10000000,2,cancelled
1119,2026-03-22,NaTAlIa39472,HDD,700000,1,failed
1120,2026-06-09,FATImaudLD,Printer,3500000,5,failed
1121,2026-08-09,lIAm394,RAM,800000,3,pending
1122,2026-04-30,maRIaeh71k,Keyboard,500000,4,failed
1123,2026-06-03,FItRiCnt,Monitor,2500000,4,cancelled
1124,2026-05-03,FATImA_7623,RAM,-800000,5,pending
1125,2026-06-22,faTiMAUUzA3,Headset,450000,3,pending
1126,2026-04-11,Fang2Zn,Headset,450000,4,failed
1127,2026-06-18,MonI2kAhe2Pb,RAM,800000,3,refunded
1128,2026-07-31,dIetERWuQP,Webcam,300000,5,cancelled
1129,2026-06-26,UrSulAgJwv,Webcam,300000,3,pending
1130,2026-08-17,sabINe_076,Printer,3500000,2,refunded
1131,2026-08-04,ELEna_989,RAM,800000,0,pending
1132,2026-05-19,e3KoddV,Laptop,10000000,4,refunded
1133,2026-03-15,Kaur8085,Laptop,10000000,4,failed
1134,2026-04-05,TAKAhAsh1Ij1Tb,Monitor,2500000,2,refunded
1135,2026-06-23,sAtO_371,RAM,800000,3,refunded
1136,2026-08-01,sUSaNNejA,Keyboard,500000,4,paid
1137,2026-07-22,jIAN_231,Laptop,10000000,2,paid
1138,2026-07-09,caR7mEN6le,Mouse,150000,1,paid
1139,2026-08-08,pArk_785,Monitor,2500000,2,paid
1140,2026-08-29,SOP1hIe416,HDD,700000,4,cancelled
1141,2026-05-08,AishAmjR,Mouse,150000,3,paid
1142,2026-04-04,C8hoI_169,Webcam,300000,4,pending
1143,2026-03-29,kaUrcZ12R8,SSD,900000,4,paid
1144,2026-08-03,MonIKa9067,Printer,3500000,4,cancelled
1145,2026-04-23,KauRKSm,RAM,800000,2,failed
1146,2026-07-02,kANG_545,Keyboard,500000,4,pending
1147,2026-07-14,CharlOtTEvy,Keyboard,500000,5,pending
1148,2026-05-26,dIETER_254,SSD,900000,3,paid
1149,2026-03-04,tHiagOEl,HDD,700000,3,refunded
1150,2026-08-08,ERIKa735,Headset,450000,3,paid
1151,2026-04-13,i5SABEL_346,Mouse,150000,1,pending
1152,2026-06-08,AISHa1090,Webcam,300000,2,cancelled
1153,2026-07-31,kWAMeTBy,Mouse,150000,2,failed
1154,2026-06-25,maRIa3_919,Webcam,300000,5,pending
1155,2026-05-29,jEON8G_498,Webcam,300000,3,refunded
1156,2026-07-25,fan1g3Yu,Mouse,150000,4,failed
1157,2026-05-21,SuzuKI5695,Headset,450000,1,paid
1158,2026-04-07,michEl_489,Mouse,150000,1,refunded
1159,2026-03-28,sINGH_152,HDD,700000,4,paid
1160,2026-03-30,KWAmE7920,Keyboard,500000,0,cancelled
1161,2026-05-11,anA1DXW,Printer,3500000,4,paid
1162,2026-07-31,kLAu5S8980,Laptop,10000000,5,cancelled
1163,2026-05-19,MonikA_817,Headset,450000,3,refunded
1164,2026-03-18,nOaH6pKJ,Webcam,300000,2,cancelled
1165,2026-07-25,PARK_417,RAM,800000,5,refunded
1166,2026-08-24,Li9aM3480,SSD,900000,1,pending
1167,2026-03-02,kOFIrDy,HDD,700000,3,failed
1168,2026-07-09,MATiaS8854,Mouse,150000,2,refunded
1169,2026-06-06,SiNGh_956,Keyboard,500000,4,failed
1170,2026-08-30,ShaRMa_140,Keyboard,500000,1,paid
1171,2026-03-22,jose9611,Laptop,10000000,3,pending
1172,2026-05-10,HanS8487,SSD,900000,5,cancelled
1173,2026-04-30,eMmAfLkZT,Headset,450000,4,failed
1174,2026-06-27,SH0arma_993,Webcam,300000,0,failed
1175,2026-07-29,CAM2Ille3724,Headset,450000,2,pending
1176,2026-05-26,TAoCEF,Webcam,300000,2,pending
1177,2026-05-23,BU5dI8351,Monitor,2500000,1,cancelled
1178,2026-03-01,mIKhAil2682,RAM,800000,3,refunded
1179,2026-05-06,MikHAIl_827,Webcam,300000,3,cancelled
1180,2026-08-13,CHoi2879,Webcam,300000,4,paid
1181,2026-05-26,maRIag1,Printer,3500000,3,cancelled
1182,2026-05-11,kO7FIHVoo5,Keyboard,500000,4,paid
1183,2026-04-24,ITOXBULg,Mouse,150000,4,paid
1184,2026-05-06,kwameqt5,Webcam,300000,1,pending
1185,2026-06-28,olGAtv,Headset,450000,0,failed
1186,2026-05-15,baBaTUndE_347,Monitor,2500000,1,paid
1187,2026-05-28,MIcHEL_622,Monitor,2500000,5,pending
1188,2026-06-05,mArie1615,RAM,800000,3,refunded
1189,2026-03-10,asEpj0WL,Mouse,150000,4,pending
1190,2026-05-10,Jose7768,Printer,3500000,1,refunded
1191,2026-05-03,ISAbEl_412,Headset,450000,5,cancelled
1192,2026-03-14,MOniKA226,Mouse,150000,4,paid
1193,2026-03-12,CARMEN7831,Monitor,2500000,4,failed
1194,2026-08-17,MiN_581,Headset,450000,4,refunded
1195,2026-08-16,AmINAPB,Laptop,10000000,3,failed
1196,2026-08-30,park1115,SSD,900000,3,cancelled
1197,2026-04-01,jeaN242zSo,Keyboard,500000,2,failed
1198,2026-05-03,AlIEZC,Monitor,2500000,0,pending
1199,2026-05-03,uRS2uLaEIzG,Webcam,300000,2,cancelled
1200,2026-08-26,hAN2S2752,RAM,800000,2,cancelled
1201,2026-05-23,cHUkWu_053,HDD,-700000,3,pending
1202,2026-05-05,babatunDE2645,Mouse,150000,5,paid
1203,2026-05-19,kOFI_574,Printer,3500000,1,cancelled
1204,2026-05-19,LEe_131,Laptop,10000000,4,refunded
1205,2026-06-06,Mi0chElJFq,Monitor,2500000,2,failed
1206,2026-08-27,MANuEljSU,Keyboard,500000,4,cancelled
1207,2026-05-31,fi5TRI_570,Keyboard,500000,2,refunded
1208,2026-06-04,AMA466,Webcam,300000,0,failed
1209,2026-04-12,AiSHA3_034,Monitor,2500000,4,paid
1210,2026-03-27,caMILArV,Headset,450000,2,failed
1211,2026-03-09,wAtanAbE9451,Printer,3500000,4,failed
1212,2026-05-11,MARiAM_384,Headset,450000,3,paid
1213,2026-08-13,kauR_588,Printer,3500000,3,pending
1214,2026-04-30,kaNG8542,Headset,450000,3,pending
1215,2026-03-05,anToNIo220,Monitor,2500000,3,pending
1216,2026-03-17,koF8I8922,Mouse,150000,2,refunded
1217,2026-04-23,aHMed1048,Webcam,-300000,1,cancelled
1218,2026-05-14,jiAn_979,HDD,700000,3,cancelled
1219,2026-08-25,cHoi_585,Laptop,10000000,1,refunded
1220,2026-06-01,paRk5cBzR,Webcam,300000,1,cancelled
1221,2026-06-24,FItRiax6SD,Laptop,10000000,2,pending
1222,2026-03-27,shArma4185,Mouse,150000,0,pending
1223,2026-07-11,mArIaM_038,Laptop,10000000,3,paid
1224,2026-03-19,MIkHail_556,Mouse,150000,4,paid
1225,2026-08-15,SOPHiEda,Keyboard,500000,0,refunded
1226,2026-04-18,ISabeL_193,Webcam,300000,0,refunded
1227,2026-05-18,MATeo2119,Headset,450000,3,paid
1228,2026-07-19,maRIa_793,Keyboard,500000,5,cancelled
1229,2026-03-01,WeiJRQ,Webcam,300000,1,pending
1230,2026-07-13,eRIkaW0t,RAM,800000,5,refunded
1231,2026-06-24,ITO94153,Webcam,300000,2,pending
1232,2026-05-11,jEANN26o,Monitor,2500000,0,refunded
1233,2026-04-19,Cho_2539,Monitor,-2500000,4,pending
1234,2026-07-16,kWaMe4849,Printer,3500000,4,pending
1235,2026-07-09,ELEna5343,SSD,900000,0,paid
1236,2026-04-03,ju2LIE9956,Laptop,10000000,2,cancelled
1237,2026-06-07,adeBayOFjK,Keyboard,500000,5,failed
1238,2026-08-19,aMINAIlxa3W,HDD,700000,1,failed
1239,2026-03-31,cARMen7976,Headset,450000,2,paid
1240,2026-04-04,fitrI_103,Keyboard,500000,0,refunded
1241,2026-07-06,hANS3216,HDD,700000,0,paid
1242,2026-06-03,OliVEr6818,HDD,700000,1,paid
1243,2026-08-23,MA7TIaS9683,SSD,900000,2,cancelled
1244,2026-07-14,CaMIllE_503,Mouse,150000,0,paid
1245,2026-08-18,ITo9_987,HDD,700000,4,failed
1246,2026-07-09,VALeRIaoAAv,HDD,700000,5,paid
1247,2026-08-27,KAng5222,Monitor,2500000,4,paid
1248,2026-08-03,JO1sE7676,RAM,800000,1,paid
1249,2026-04-27,kwaME_875,RAM,800000,4,refunded
1250,2026-06-11,ch1O_921,Monitor,-2500000,1,pending
1251,2026-03-25,CHO_961,SSD,900000,3,cancelled
1252,2026-07-21,LeI2465,Webcam,300000,1,pending
1253,2026-06-17,cHo_0190,Keyboard,500000,1,failed
1254,2026-08-09,TaKahAshI_944,Webcam,300000,4,failed
1255,2026-03-23,jIaNQG1,Monitor,2500000,1,refunded
1256,2026-05-10,eRika8492,Headset,450000,0,failed
1257,2026-03-19,SiNGhIo4i,HDD,700000,4,pending
1258,2026-07-04,fitrIO9jG9,Headset,450000,0,failed
1259,2026-07-12,MOnIKa_448,Mouse,150000,3,pending
1260,2026-07-27,CHoig1TY2,Mouse,150000,4,refunded
1261,2026-06-01,DasGwvL,HDD,-700000,1,paid
1262,2026-05-30,DM7iTRY5682,RAM,800000,2,pending
1263,2026-04-15,wEizpgcW,Monitor,2500000,5,pending
1264,2026-07-15,leI7820,Headset,-450000,5,failed
1265,2026-08-01,FITrI_229,Keyboard,-500000,2,pending
1266,2026-04-16,a6Li_145,SSD,900000,1,failed
1267,2026-08-20,MarIe6ml,HDD,700000,3,pending
1268,2026-05-12,IsAbELau8e8,Webcam,300000,2,paid
1269,2026-08-04,E5mMa_853,SSD,900000,5,failed
1270,2026-03-13,VaLeNTIna932,SSD,900000,5,paid
1271,2026-04-16,Th0IagO4343,RAM,800000,4,cancelled
1272,2026-04-14,DMiTrY_642,Printer,3500000,2,paid
1273,2026-06-30,mariAMbQVi,SSD,900000,3,paid
1274,2026-04-16,cHaRLOTtE2173,Webcam,300000,3,failed
1275,2026-03-20,cHUkWu_287,Laptop,10000000,0,refunded
1276,2026-07-18,olivEr_046,RAM,800000,4,paid
1277,2026-06-28,chArLotteivYI,HDD,700000,3,cancelled
1278,2026-06-20,HAns_120,HDD,700000,3,pending
1279,2026-05-04,D2Ieter2161,HDD,700000,5,paid
1280,2026-08-10,ALI4012,Headset,450000,3,failed
1281,2026-05-20,ba3BAtuNdeys,Printer,3500000,4,pending
1282,2026-08-04,kaur_259,Webcam,300000,0,pending
1283,2026-04-05,aisHA_828,RAM,800000,0,failed
1284,2026-07-21,IToMc,SSD,900000,4,refunded
1285,2026-07-29,aNtONIOdv54FN,Webcam,300000,0,refunded
1286,2026-03-04,OLivIAp0FRC,Webcam,300000,2,refunded
1287,2026-08-11,joSE85304,Monitor,2500000,0,pending
1288,2026-05-26,TAnakA_872,SSD,900000,0,pending
1289,2026-06-25,zainabWZ,Webcam,300000,1,paid
1290,2026-03-20,pEtEr2VK,Printer,3500000,2,failed
1291,2026-07-25,waTANAbe3340,Mouse,150000,1,pending
1292,2026-07-24,HaNS_511,HDD,700000,0,cancelled
1293,2026-03-02,P9ark_656,RAM,-800000,2,refunded
1294,2026-04-17,M7oNiKATPY,Webcam,-300000,2,pending
1295,2026-04-23,dAs_684,Keyboard,500000,3,cancelled
1296,2026-04-08,OLG2a_046,Laptop,10000000,4,failed
1297,2026-06-13,MARiAm0De,HDD,700000,2,refunded
1298,2026-03-27,KwAme7Jl,RAM,-800000,1,refunded
1299,2026-05-26,ama68,RAM,800000,5,paid
1300,2026-03-26,ValeRIA_797,Monitor,2500000,3,pending
1301,2026-05-17,M1IkHAil53,RAM,800000,5,failed
1302,2026-06-20,Xiu709,RAM,800000,4,failed
1303,2026-06-09,camillehpdR,Laptop,10000000,5,pending
1304,2026-06-07,kANG_197,Printer,3500000,5,paid
1305,2026-07-21,Mi7khAiLa96,Laptop,10000000,5,cancelled
1306,2026-07-16,CHOi7140,Monitor,2500000,3,paid
1307,2026-03-22,EMMAYtAD38,Monitor,2500000,4,cancelled
1308,2026-07-22,BuDiSB,Keyboard,500000,1,refunded
1309,2026-05-27,SabINe_4700,Webcam,300000,2,refunded
1310,2026-07-13,fanG4688,SSD,900000,3,cancelled
1311,2026-03-19,aMiNaup,RAM,800000,2,refunded
1312,2026-04-10,elE2nA8914,Printer,3500000,5,paid
1313,2026-03-01,KaNgXora,Webcam,300000,2,pending
1314,2026-05-20,KUMAR_946,RAM,800000,4,failed
1315,2026-07-15,naTAlia2V,Laptop,10000000,0,refunded
1316,2026-04-16,s9aTOiHe,Mouse,150000,4,pending
1317,2026-07-19,EMMA30N,Monitor,2500000,4,failed
1318,2026-07-24,MAriA_737,RAM,800000,2,pending
1319,2026-05-02,eLenA659,Headset,450000,1,cancelled
1320,2026-03-10,JOSE3453,Monitor,2500000,5,cancelled
1321,2026-07-15,mIkHailOVm,Laptop,10000000,2,refunded
1322,2026-06-29,K8umAR_880,Keyboard,500000,0,paid
1323,2026-08-23,zAKI1293,Mouse,150000,1,failed
1324,2026-08-07,anToNiO_481,Headset,450000,5,pending
1325,2026-04-11,ISabeL4008,Headset,450000,0,refunded
1326,2026-06-05,baBAtUnDE2109,Headset,450000,5,pending
1327,2026-07-11,Jean2450,Printer,-3500000,0,pending
1328,2026-03-26,ChOI_734,Monitor,2500000,2,pending
1329,2026-06-18,avA9525,SSD,900000,0,pending
1330,2026-03-10,E6Ko9257,Printer,3500000,2,paid
1331,2026-07-23,MoNikA1534,Mouse,150000,2,cancelled
1332,2026-07-20,citRa1578,Keyboard,500000,1,paid
1333,2026-07-01,KUMarqG,Keyboard,500000,3,cancelled
1334,2026-03-11,Mateo_075,Printer,3500000,1,paid
1335,2026-07-25,Fang_491,Headset,450000,1,cancelled
1336,2026-07-11,sO3PhiE6314,Headset,450000,5,pending
1337,2026-07-24,ZaiNAb3857,Mouse,150000,3,failed
1338,2026-08-25,matEO4Z8Qh8,Laptop,10000000,5,refunded
1339,2026-08-16,ngozi5008,Monitor,2500000,5,paid
1340,2026-04-27,eLIJ8aHGFlHG,Mouse,150000,1,cancelled
1341,2026-07-22,WA5TANaBE7079,Laptop,10000000,1,paid
1342,2026-04-02,si4ngH6JRF,Laptop,10000000,3,cancelled
1343,2026-03-07,suZUKINr2,Monitor,-2500000,1,cancelled
1344,2026-05-04,AMAyy8dS,Mouse,150000,2,paid
1345,2026-04-06,KumAr5851,Monitor,2500000,5,cancelled
1346,2026-08-11,mIKHAIl_904,SSD,900000,5,failed
1347,2026-05-14,hAnS_037,RAM,800000,2,cancelled
1348,2026-08-02,ZaKI9643,Laptop,10000000,2,refunded
1349,2026-06-19,MariA1547,Laptop,10000000,0,refunded
1350,2026-05-06,T5hiagO_016,Keyboard,500000,0,pending
1351,2026-06-23,AISha570,Laptop,10000000,3,cancelled
1352,2026-04-05,WEi77,Webcam,300000,1,paid
1353,2026-05-12,devi4063,Headset,450000,5,cancelled
1354,2026-06-21,ma4RIaQI2Xh,SSD,900000,2,pending
1355,2026-06-13,oLgA_500,Keyboard,500000,1,pending
1356,2026-03-23,EMmA7529,Laptop,10000000,5,refunded
1357,2026-06-25,jiAN7293,Printer,3500000,2,refunded
1358,2026-08-13,gUpTAE9ej,HDD,700000,3,pending
1359,2026-03-01,ngozI_303,RAM,800000,3,pending
1360,2026-07-12,mANUEl5149,SSD,900000,4,paid
1361,2026-05-19,ELiJ7Ah_316,Headset,450000,0,pending
1362,2026-04-18,NgO5zIzM,RAM,800000,2,pending
1363,2026-07-21,SABine_346,HDD,700000,3,cancelled
1364,2026-05-25,NgO8ZI_757,Webcam,300000,3,refunded
1365,2026-03-31,asepyYUq,Mouse,150000,0,refunded
1366,2026-05-08,cH2ArLOttE_025,Monitor,2500000,5,failed
1367,2026-08-27,amASyQ,RAM,800000,5,failed
